Employee #,Employee Name,Date,Log In,Log Out,Hourly Rate
10019,Rosario Cydney,09/04/2024,10:06:00,19:36:00,133.93
10019,Rosario Cydney,09/05/2024,10:21:00,21:18:00,133.93
10019,Rosario Cydney,09/06/2024,08:16:00,18:51:00,133.93
10019,Rosario Cydney,09/09/2024,09:42:00,17:08:00,133.93
10019,Rosario Cydney,09/10/2024,09:35:00,20:30:00,133.93
10019,Rosario Cydney,09/11/2024,10:16:00,17:37:00,133.93
10019,Rosario Cydney,09/12/2024,09:23:00,16:53:00,133.93
10019,Rosario Cydney,09/13/2024,09:48:00,20:08:00,133.93
10019,Rosario Cydney,09/16/2024,09:48:00,20:15:00,133.93
10019,Rosario Cydney,09/17/2024,09:39:00,17:46:00,133.93
10019,Rosario Cydney,09/18/2024,10:21:00,20:15:00,133.93
10019,Rosario Cydney,09/19/2024,09:33:00,19:23:00,133.93
10019,Rosario Cydney,09/20/2024,08:04:00,16:06:00,133.93
10019,Rosario Cydney,09/23/2024,09:13:00,19:16:00,133.93
10019,Rosario Cydney,09/24/2024,08:10:00,17:58:00,133.93
10019,Rosario Cydney,09/25/2024,10:58:00,18:27:00,133.93
10019,Rosario Cydney,09/26/2024,09:30:00,18:30:00,133.93
10019,Rosario Cydney,09/27/2024,08:30:00,15:53:00,133.93
10019,Rosario Cydney,09/30/2024,10:05:00,18:20:00,133.93
10019,Rosario Cydney,10/01/2024,10:52:00,19:17:00,133.93
10019,Rosario Cydney,10/02/2024,10:08:00,17:53:00,133.93
10019,Rosario Cydney,10/03/2024,10:50:00,20:37:00,133.93
10019,Rosario Cydney,10/04/2024,10:20:00,18:26:00,133.93
10019,Rosario Cydney,10/07/2024,10:48:00,18:19:00,133.93
10019,Rosario Cydney,10/08/2024,10:26:00,19:41:00,133.93
10019,Rosario Cydney,10/09/2024,10:57:00,18:15:00,133.93
10019,Rosario Cydney,10/10/2024,10:45:00,20:05:00,133.93
10019,Rosario Cydney,10/11/2024,09:20:00,17:59:00,133.93
10019,Rosario Cydney,10/14/2024,08:07:00,17:12:00,133.93
10019,Rosario Cydney,10/15/2024,10:55:00,20:31:00,133.93
10019,Rosario Cydney,10/16/2024,10:47:00,19:45:00,133.93
10019,Rosario Cydney,10/17/2024,09:28:00,20:07:00,133.93
10019,Rosario Cydney,10/18/2024,10:25:00,18:30:00,133.93
10019,Rosario Cydney,10/21/2024,10:07:00,18:09:00,133.93
10019,Rosario Cydney,10/22/2024,09:08:00,18:11:00,133.93
10019,Rosario Cydney,10/23/2024,09:02:00,16:05:00,133.93
10019,Rosario Cydney,10/24/2024,10:03:00,19:54:00,133.93
10019,Rosario Cydney,10/25/2024,08:20:00,16:01:00,133.93
10019,Rosario Cydney,10/28/2024,09:03:00,16:50:00,133.93
10019,Rosario Cydney,10/29/2024,08:36:00,16:07:00,133.93
10019,Rosario Cydney,10/30/2024,10:59:00,19:04:00,133.93
10019,Rosario Cydney,10/31/2024,10:55:00,18:34:00,133.93
10019,Rosario Cydney,11/01/2024,08:50:00,16:53:00,133.93
10019,Rosario Cydney,11/04/2024,10:25:00,17:55:00,133.93
10019,Rosario Cydney,11/05/2024,08:22:00,17:19:00,133.93
10019,Rosario Cydney,11/06/2024,10:12:00,20:42:00,133.93
10019,Rosario Cydney,11/07/2024,09:22:00,19:20:00,133.93
10019,Rosario Cydney,11/08/2024,08:38:00,19:25:00,133.93
10019,Rosario Cydney,11/11/2024,09:57:00,19:21:00,133.93
10019,Rosario Cydney,11/12/2024,08:22:00,15:49:00,133.93
10019,Rosario Cydney,11/13/2024,10:51:00,19:53:00,133.93
10019,Rosario Cydney,11/14/2024,08:51:00,16:53:00,133.93
10019,Rosario Cydney,11/15/2024,09:44:00,17:53:00,133.93
10019,Rosario Cydney,11/18/2024,09:55:00,19:32:00,133.93
10019,Rosario Cydney,11/19/2024,10:22:00,21:17:00,133.93
10019,Rosario Cydney,11/20/2024,10:22:00,18:20:00,133.93
10019,Rosario Cydney,11/21/2024,10:40:00,18:49:00,133.93
10019,Rosario Cydney,11/22/2024,09:46:00,17:20:00,133.93
10019,Rosario Cydney,11/25/2024,08:07:00,15:56:00,133.93
10019,Rosario Cydney,11/26/2024,10:45:00,21:30:00,133.93
10019,Rosario Cydney,11/27/2024,09:04:00,19:03:00,133.93
10019,Rosario Cydney,11/28/2024,10:21:00,18:10:00,133.93
10019,Rosario Cydney,11/29/2024,08:43:00,17:49:00,133.93
10019,Rosario Cydney,12/02/2024,08:08:00,18:31:00,133.93
10019,Rosario Cydney,12/03/2024,10:50:00,19:49:00,133.93
10019,Rosario Cydney,12/04/2024,10:10:00,17:50:00,133.93
10019,Rosario Cydney,12/05/2024,08:22:00,16:09:00,133.93
10019,Rosario Cydney,12/06/2024,09:46:00,20:28:00,133.93
10019,Rosario Cydney,12/09/2024,10:00:00,18:50:00,133.93
10019,Rosario Cydney,12/10/2024,08:34:00,18:30:00,133.93
10019,Rosario Cydney,12/11/2024,10:14:00,18:58:00,133.93
10019,Rosario Cydney,12/12/2024,08:23:00,15:38:00,133.93
10019,Rosario Cydney,12/13/2024,08:51:00,17:53:00,133.93
10019,Rosario Cydney,12/16/2024,10:40:00,18:57:00,133.93
10019,Rosario Cydney,12/17/2024,09:21:00,17:46:00,133.93
10019,Rosario Cydney,12/18/2024,08:27:00,17:15:00,133.93
10019,Rosario Cydney,12/19/2024,09:19:00,20:06:00,133.93
10019,Rosario Cydney,12/20/2024,10:18:00,18:33:00,133.93
10019,Rosario Cydney,12/23/2024,08:07:00,17:21:00,133.93
10019,Rosario Cydney,12/24/2024,08:22:00,16:40:00,133.93
10019,Rosario Cydney,12/25/2024,10:23:00,17:47:00,133.93
10019,Rosario Cydney,12/26/2024,10:12:00,18:05:00,133.93
10019,Rosario Cydney,12/27/2024,10:46:00,20:14:00,133.93
10019,Rosario Cydney,12/30/2024,09:29:00,17:32:00,133.93
10019,Rosario Cydney,12/31/2024,08:06:00,18:50:00,133.93
10020,Bautista Mark,06/03/2024,08:47:00,16:27:00,133.93
10020,Bautista Mark,06/04/2024,09:05:00,18:27:00,133.93
10020,Bautista Mark,06/05/2024,10:42:00,21:00:00,133.93
10020,Bautista Mark,06/06/2024,08:39:00,17:39:00,133.93
10020,Bautista Mark,06/07/2024,08:45:00,17:21:00,133.93
10020,Bautista Mark,06/10/2024,10:10:00,18:23:00,133.93
10020,Bautista Mark,06/11/2024,09:59:00,17:53:00,133.93
10020,Bautista Mark,06/12/2024,08:50:00,16:42:00,133.93
10020,Bautista Mark,06/13/2024,10:17:00,18:23:00,133.93
10020,Bautista Mark,06/14/2024,08:53:00,18:16:00,133.93
10020,Bautista Mark,06/17/2024,08:05:00,18:31:00,133.93
10020,Bautista Mark,06/18/2024,10:17:00,17:37:00,133.93
10020,Bautista Mark,06/19/2024,10:03:00,20:37:00,133.93
10020,Bautista Mark,06/20/2024,08:27:00,17:42:00,133.93
10020,Bautista Mark,06/21/2024,10:42:00,19:02:00,133.93
10020,Bautista Mark,06/24/2024,09:42:00,19:21:00,133.93
10020,Bautista Mark,06/25/2024,10:16:00,19:52:00,133.93
10020,Bautista Mark,06/26/2024,10:45:00,21:11:00,133.93
10020,Bautista Mark,06/27/2024,09:58:00,17:12:00,133.93
10020,Bautista Mark,06/28/2024,08:30:00,16:54:00,133.93
10020,Bautista Mark,07/01/2024,10:08:00,18:48:00,133.93
10020,Bautista Mark,07/02/2024,09:58:00,20:23:00,133.93
10020,Bautista Mark,07/03/2024,10:16:00,19:25:00,133.93
10020,Bautista Mark,07/04/2024,08:29:00,17:51:00,133.93
10020,Bautista Mark,07/05/2024,08:19:00,15:50:00,133.93
10020,Bautista Mark,07/08/2024,09:22:00,19:09:00,133.93
10020,Bautista Mark,07/09/2024,09:23:00,17:32:00,133.93
10020,Bautista Mark,07/10/2024,10:55:00,19:37:00,133.93
10020,Bautista Mark,07/11/2024,09:04:00,17:14:00,133.93
10020,Bautista Mark,07/12/2024,10:30:00,18:43:00,133.93
10020,Bautista Mark,07/15/2024,09:31:00,18:08:00,133.93
10020,Bautista Mark,07/16/2024,10:57:00,19:05:00,133.93
10020,Bautista Mark,07/17/2024,10:06:00,18:44:00,133.93
10020,Bautista Mark,07/18/2024,10:30:00,21:17:00,133.93
10020,Bautista Mark,07/19/2024,09:51:00,20:21:00,133.93
10020,Bautista Mark,07/22/2024,09:51:00,17:37:00,133.93
10020,Bautista Mark,07/23/2024,09:05:00,19:58:00,133.93
10020,Bautista Mark,07/24/2024,09:44:00,17:51:00,133.93
10020,Bautista Mark,07/25/2024,10:33:00,18:32:00,133.93
10020,Bautista Mark,07/26/2024,10:17:00,19:27:00,133.93
10020,Bautista Mark,07/29/2024,10:00:00,20:37:00,133.93
10020,Bautista Mark,07/30/2024,08:48:00,17:40:00,133.93
10020,Bautista Mark,07/31/2024,10:24:00,20:09:00,133.93
10020,Bautista Mark,08/01/2024,08:59:00,16:26:00,133.93
10020,Bautista Mark,08/02/2024,10:43:00,21:19:00,133.93
10020,Bautista Mark,08/05/2024,09:53:00,16:58:00,133.93
10020,Bautista Mark,08/06/2024,08:24:00,18:53:00,133.93
10020,Bautista Mark,08/07/2024,10:54:00,18:19:00,133.93
10020,Bautista Mark,08/08/2024,08:52:00,16:49:00,133.93
10020,Bautista Mark,08/09/2024,09:46:00,20:08:00,133.93
10020,Bautista Mark,08/12/2024,08:44:00,16:58:00,133.93
10020,Bautista Mark,08/13/2024,08:26:00,17:59:00,133.93
10020,Bautista Mark,08/14/2024,10:58:00,18:36:00,133.93
10020,Bautista Mark,08/15/2024,10:59:00,19:15:00,133.93
10020,Bautista Mark,08/16/2024,08:47:00,17:31:00,133.93
10020,Bautista Mark,08/19/2024,08:41:00,15:59:00,133.93
10020,Bautista Mark,08/20/2024,08:55:00,19:08:00,133.93
10020,Bautista Mark,08/21/2024,10:05:00,20:16:00,133.93
10020,Bautista Mark,08/22/2024,10:27:00,17:51:00,133.93
10020,Bautista Mark,08/23/2024,09:21:00,18:16:00,133.93
10020,Bautista Mark,08/26/2024,08:30:00,18:54:00,133.93
10020,Bautista Mark,08/27/2024,10:45:00,20:35:00,133.93
10020,Bautista Mark,08/28/2024,10:17:00,18:58:00,133.93
10020,Bautista Mark,08/29/2024,09:32:00,16:55:00,133.93
10020,Bautista Mark,08/30/2024,10:14:00,21:04:00,133.93
10020,Bautista Mark,09/02/2024,10:08:00,17:21:00,133.93
10020,Bautista Mark,09/03/2024,10:37:00,19:40:00,133.93
10020,Bautista Mark,09/04/2024,09:39:00,16:44:00,133.93
10020,Bautista Mark,09/05/2024,08:27:00,17:15:00,133.93
10020,Bautista Mark,09/06/2024,09:46:00,20:20:00,133.93
10020,Bautista Mark,09/09/2024,10:13:00,17:23:00,133.93
10020,Bautista Mark,09/10/2024,08:08:00,18:59:00,133.93
10020,Bautista Mark,09/11/2024,08:55:00,19:44:00,133.93
10020,Bautista Mark,09/12/2024,09:33:00,17:07:00,133.93
10020,Bautista Mark,09/13/2024,09:26:00,17:40:00,133.93
10020,Bautista Mark,09/16/2024,08:26:00,19:20:00,133.93
10020,Bautista Mark,09/17/2024,08:16:00,15:25:00,133.93
10020,Bautista Mark,09/18/2024,09:15:00,19:47:00,133.93
10020,Bautista Mark,09/19/2024,08:33:00,19:06:00,133.93
10020,Bautista Mark,09/20/2024,10:55:00,19:35:00,133.93
10020,Bautista Mark,09/23/2024,09:51:00,20:45:00,133.93
10020,Bautista Mark,09/24/2024,10:00:00,19:07:00,133.93
10020,Bautista Mark,09/25/2024,08:52:00,18:13:00,133.93
10020,Bautista Mark,09/26/2024,10:21:00,18:17:00,133.93
10020,Bautista Mark,09/27/2024,08:24:00,15:39:00,133.93
10020,Bautista Mark,09/30/2024,08:41:00,18:06:00,133.93
10020,Bautista Mark,10/01/2024,09:33:00,17:09:00,133.93
10020,Bautista Mark,10/02/2024,10:44:00,18:01:00,133.93
10020,Bautista Mark,10/03/2024,09:47:00,19:27:00,133.93
10020,Bautista Mark,10/04/2024,09:09:00,17:45:00,133.93
10020,Bautista Mark,10/07/2024,10:32:00,19:11:00,133.93
10020,Bautista Mark,10/08/2024,09:31:00,18:12:00,133.93
10020,Bautista Mark,10/09/2024,08:06:00,16:27:00,133.93
10020,Bautista Mark,10/10/2024,09:14:00,17:48:00,133.93
10020,Bautista Mark,10/11/2024,08:45:00,18:43:00,133.93
10020,Bautista Mark,10/14/2024,10:10:00,17:29:00,133.93
10020,Bautista Mark,10/15/2024,10:29:00,20:17:00,133.93
10020,Bautista Mark,10/16/2024,09:11:00,19:10:00,133.93
10020,Bautista Mark,10/17/2024,08:35:00,16:58:00,133.93
10020,Bautista Mark,10/18/2024,10:43:00,18:59:00,133.93
10020,Bautista Mark,10/21/2024,10:21:00,19:54:00,133.93
10020,Bautista Mark,10/22/2024,10:09:00,18:38:00,133.93
10020,Bautista Mark,10/23/2024,08:58:00,19:04:00,133.93
10020,Bautista Mark,10/24/2024,09:17:00,17:44:00,133.93
10020,Bautista Mark,10/25/2024,10:56:00,21:27:00,133.93
10020,Bautista Mark,10/28/2024,09:52:00,17:42:00,133.93
10020,Bautista Mark,10/29/2024,09:48:00,18:37:00,133.93
10020,Bautista Mark,10/30/2024,09:34:00,19:15:00,133.93
10020,Bautista Mark,10/31/2024,09:45:00,19:14:00,133.93
10020,Bautista Mark,11/01/2024,09:08:00,19:16:00,133.93
10020,Bautista Mark,11/04/2024,08:05:00,16:11:00,133.93
10020,Bautista Mark,11/05/2024,09:58:00,20:53:00,133.93
10020,Bautista Mark,11/06/2024,09:08:00,19:20:00,133.93
10020,Bautista Mark,11/07/2024,08:33:00,18:17:00,133.93
10020,Bautista Mark,11/08/2024,09:52:00,20:41:00,133.93
10020,Bautista Mark,11/11/2024,10:18:00,18:36:00,133.93
10020,Bautista Mark,11/12/2024,08:14:00,17:28:00,133.93
10020,Bautista Mark,11/13/2024,08:11:00,18:06:00,133.93
10020,Bautista Mark,11/14/2024,08:50:00,19:11:00,133.93
10020,Bautista Mark,11/15/2024,10:22:00,17:48:00,133.93
10020,Bautista Mark,11/18/2024,09:31:00,18:52:00,133.93
10020,Bautista Mark,11/19/2024,08:39:00,16:11:00,133.93
10020,Bautista Mark,11/20/2024,10:18:00,21:11:00,133.93
10020,Bautista Mark,11/21/2024,10:18:00,17:20:00,133.93
10020,Bautista Mark,11/22/2024,08:57:00,16:54:00,133.93
10020,Bautista Mark,11/25/2024,08:25:00,16:55:00,133.93
10020,Bautista Mark,11/26/2024,08:57:00,19:56:00,133.93
10020,Bautista Mark,11/27/2024,10:37:00,18:38:00,133.93
10020,Bautista Mark,11/28/2024,09:03:00,18:27:00,133.93
10020,Bautista Mark,11/29/2024,09:38:00,17:27:00,133.93
10020,Bautista Mark,12/02/2024,09:06:00,19:38:00,133.93
10020,Bautista Mark,12/03/2024,09:03:00,16:14:00,133.93
10020,Bautista Mark,12/04/2024,10:35:00,19:50:00,133.93
10020,Bautista Mark,12/05/2024,10:09:00,20:16:00,133.93
10020,Bautista Mark,12/06/2024,09:33:00,16:40:00,133.93
10020,Bautista Mark,12/09/2024,10:15:00,19:03:00,133.93
10020,Bautista Mark,12/10/2024,10:50:00,20:18:00,133.93
10020,Bautista Mark,12/11/2024,09:27:00,17:13:00,133.93
10020,Bautista Mark,12/12/2024,09:04:00,19:21:00,133.93
10020,Bautista Mark,12/13/2024,08:37:00,16:41:00,133.93
10020,Bautista Mark,12/16/2024,08:17:00,18:12:00,133.93
10020,Bautista Mark,12/17/2024,10:35:00,18:41:00,133.93
10020,Bautista Mark,12/18/2024,10:30:00,17:31:00,133.93
10020,Bautista Mark,12/19/2024,09:43:00,20:18:00,133.93
10020,Bautista Mark,12/20/2024,09:26:00,17:22:00,133.93
10020,Bautista Mark,12/23/2024,09:47:00,17:08:00,133.93
10020,Bautista Mark,12/24/2024,08:36:00,16:05:00,133.93
10020,Bautista Mark,12/25/2024,08:11:00,17:52:00,133.93
10020,Bautista Mark,12/26/2024,08:04:00,17:09:00,133.93
10020,Bautista Mark,12/27/2024,09:43:00,19:16:00,133.93
10020,Bautista Mark,12/30/2024,10:01:00,20:24:00,133.93
10020,Bautista Mark,12/31/2024,10:49:00,18:27:00,133.93
10021,Lazaro Darlene,06/03/2024,09:37:00,18:45:00,138.39
10021,Lazaro Darlene,06/04/2024,08:59:00,19:50:00,138.39
10021,Lazaro Darlene,06/05/2024,10:18:00,18:05:00,138.39
10021,Lazaro Darlene,06/06/2024,08:03:00,16:44:00,138.39
10021,Lazaro Darlene,06/07/2024,09:52:00,19:04:00,138.39
10021,Lazaro Darlene,06/10/2024,09:03:00,16:45:00,138.39
10021,Lazaro Darlene,06/11/2024,09:33:00,18:51:00,138.39
10021,Lazaro Darlene,06/12/2024,10:09:00,19:52:00,138.39
10021,Lazaro Darlene,06/13/2024,08:47:00,17:17:00,138.39
10021,Lazaro Darlene,06/14/2024,09:44:00,18:25:00,138.39
10021,Lazaro Darlene,06/17/2024,10:25:00,20:02:00,138.39
10021,Lazaro Darlene,06/18/2024,09:02:00,17:36:00,138.39
10021,Lazaro Darlene,06/19/2024,10:37:00,18:21:00,138.39
10021,Lazaro Darlene,06/20/2024,09:35:00,19:22:00,138.39
10021,Lazaro Darlene,06/21/2024,09:23:00,19:28:00,138.39
10021,Lazaro Darlene,06/24/2024,08:49:00,16:16:00,138.39
10021,Lazaro Darlene,06/25/2024,09:07:00,17:24:00,138.39
10021,Lazaro Darlene,06/26/2024,09:55:00,19:16:00,138.39
10021,Lazaro Darlene,06/27/2024,08:11:00,19:05:00,138.39
10021,Lazaro Darlene,06/28/2024,09:56:00,20:30:00,138.39
10021,Lazaro Darlene,07/01/2024,09:57:00,18:40:00,138.39
10021,Lazaro Darlene,07/02/2024,09:03:00,17:55:00,138.39
10021,Lazaro Darlene,07/03/2024,08:49:00,19:16:00,138.39
10021,Lazaro Darlene,07/04/2024,08:21:00,16:55:00,138.39
10021,Lazaro Darlene,07/05/2024,10:36:00,20:42:00,138.39
10021,Lazaro Darlene,07/08/2024,09:50:00,18:30:00,138.39
10021,Lazaro Darlene,07/09/2024,08:07:00,16:33:00,138.39
10021,Lazaro Darlene,07/10/2024,10:14:00,17:30:00,138.39
10021,Lazaro Darlene,07/11/2024,08:11:00,17:35:00,138.39
10021,Lazaro Darlene,07/12/2024,08:03:00,15:30:00,138.39
10021,Lazaro Darlene,07/15/2024,09:49:00,17:26:00,138.39
10021,Lazaro Darlene,07/16/2024,10:23:00,19:10:00,138.39
10021,Lazaro Darlene,07/17/2024,09:13:00,17:57:00,138.39
10021,Lazaro Darlene,07/18/2024,08:26:00,18:05:00,138.39
10021,Lazaro Darlene,07/19/2024,09:55:00,19:58:00,138.39
10021,Lazaro Darlene,07/22/2024,10:41:00,19:02:00,138.39
10021,Lazaro Darlene,07/23/2024,08:27:00,18:53:00,138.39
10021,Lazaro Darlene,07/24/2024,08:27:00,16:52:00,138.39
10021,Lazaro Darlene,07/25/2024,09:19:00,19:52:00,138.39
10021,Lazaro Darlene,07/26/2024,10:48:00,20:35:00,138.39
10021,Lazaro Darlene,07/29/2024,08:00:00,18:24:00,138.39
10021,Lazaro Darlene,07/30/2024,09:27:00,17:57:00,138.39
10021,Lazaro Darlene,07/31/2024,09:30:00,16:37:00,138.39
10021,Lazaro Darlene,08/01/2024,10:45:00,17:55:00,138.39
10021,Lazaro Darlene,08/02/2024,08:41:00,17:50:00,138.39
10021,Lazaro Darlene,08/05/2024,08:29:00,17:36:00,138.39
10021,Lazaro Darlene,08/06/2024,09:59:00,17:19:00,138.39
10021,Lazaro Darlene,08/07/2024,10:36:00,19:57:00,138.39
10021,Lazaro Darlene,08/08/2024,10:58:00,21:03:00,138.39
10021,Lazaro Darlene,08/09/2024,10:49:00,21:11:00,138.39
10021,Lazaro Darlene,08/12/2024,08:20:00,18:31:00,138.39
10021,Lazaro Darlene,08/13/2024,10:38:00,20:59:00,138.39
10021,Lazaro Darlene,08/14/2024,10:28:00,21:04:00,138.39
10021,Lazaro Darlene,08/15/2024,09:12:00,19:48:00,138.39
10021,Lazaro Darlene,08/16/2024,08:07:00,19:02:00,138.39
10021,Lazaro Darlene,08/19/2024,08:41:00,17:23:00,138.39
10021,Lazaro Darlene,08/20/2024,10:39:00,17:56:00,138.39
10021,Lazaro Darlene,08/21/2024,09:52:00,18:12:00,138.39
10021,Lazaro Darlene,08/22/2024,08:40:00,18:07:00,138.39
10021,Lazaro Darlene,08/23/2024,09:20:00,18:00:00,138.39
10021,Lazaro Darlene,08/26/2024,09:56:00,19:20:00,138.39
10021,Lazaro Darlene,08/27/2024,10:49:00,18:56:00,138.39
10021,Lazaro Darlene,08/28/2024,10:50:00,20:38:00,138.39
10021,Lazaro Darlene,08/29/2024,09:33:00,19:24:00,138.39
10021,Lazaro Darlene,08/30/2024,09:45:00,20:12:00,138.39
10021,Lazaro Darlene,09/02/2024,09:16:00,18:58:00,138.39
10021,Lazaro Darlene,09/03/2024,10:20:00,19:03:00,138.39
10021,Lazaro Darlene,09/04/2024,09:44:00,19:57:00,138.39
10021,Lazaro Darlene,09/05/2024,09:52:00,17:56:00,138.39
10021,Lazaro Darlene,09/06/2024,09:08:00,16:42:00,138.39
10021,Lazaro Darlene,09/09/2024,08:25:00,19:20:00,138.39
10021,Lazaro Darlene,09/10/2024,10:12:00,19:55:00,138.39
10021,Lazaro Darlene,09/11/2024,10:26:00,19:40:00,138.39
10021,Lazaro Darlene,09/12/2024,09:02:00,17:57:00,138.39
10021,Lazaro Darlene,09/13/2024,09:09:00,17:05:00,138.39
10021,Lazaro Darlene,09/16/2024,08:25:00,18:07:00,138.39
10021,Lazaro Darlene,09/17/2024,09:10:00,18:18:00,138.39
10021,Lazaro Darlene,09/18/2024,09:52:00,20:03:00,138.39
10021,Lazaro Darlene,09/19/2024,08:10:00,16:19:00,138.39
10021,Lazaro Darlene,09/20/2024,08:21:00,17:37:00,138.39
10021,Lazaro Darlene,09/23/2024,10:08:00,18:38:00,138.39
10021,Lazaro Darlene,09/24/2024,09:56:00,17:31:00,138.39
10021,Lazaro Darlene,09/25/2024,09:26:00,16:51:00,138.39
10021,Lazaro Darlene,09/26/2024,10:40:00,18:28:00,138.39
10021,Lazaro Darlene,09/27/2024,10:16:00,18:25:00,138.39
10021,Lazaro Darlene,09/30/2024,08:25:00,18:16:00,138.39
10021,Lazaro Darlene,10/01/2024,10:24:00,21:03:00,138.39
10021,Lazaro Darlene,10/02/2024,10:23:00,18:23:00,138.39
10021,Lazaro Darlene,10/03/2024,09:23:00,18:42:00,138.39
10021,Lazaro Darlene,10/04/2024,09:34:00,20:21:00,138.39
10021,Lazaro Darlene,10/07/2024,08:52:00,16:19:00,138.39
10021,Lazaro Darlene,10/08/2024,10:39:00,19:15:00,138.39
10021,Lazaro Darlene,10/09/2024,10:44:00,20:25:00,138.39
10021,Lazaro Darlene,10/10/2024,10:06:00,20:46:00,138.39
10021,Lazaro Darlene,10/11/2024,09:57:00,19:55:00,138.39
10021,Lazaro Darlene,10/14/2024,10:58:00,21:52:00,138.39
10021,Lazaro Darlene,10/15/2024,10:07:00,19:05:00,138.39
10021,Lazaro Darlene,10/16/2024,08:43:00,17:30:00,138.39
10021,Lazaro Darlene,10/17/2024,09:50:00,19:16:00,138.39
10021,Lazaro Darlene,10/18/2024,10:24:00,19:18:00,138.39
10021,Lazaro Darlene,10/21/2024,08:43:00,19:03:00,138.39
10021,Lazaro Darlene,10/22/2024,10:40:00,19:42:00,138.39
10021,Lazaro Darlene,10/23/2024,09:11:00,19:04:00,138.39
10021,Lazaro Darlene,10/24/2024,09:20:00,16:49:00,138.39
10021,Lazaro Darlene,10/25/2024,09:53:00,18:47:00,138.39
10021,Lazaro Darlene,10/28/2024,08:36:00,16:28:00,138.39
10021,Lazaro Darlene,10/29/2024,10:27:00,18:23:00,138.39
10021,Lazaro Darlene,10/30/2024,09:55:00,17:52:00,138.39
10021,Lazaro Darlene,10/31/2024,08:43:00,16:05:00,138.39
10021,Lazaro Darlene,11/01/2024,09:34:00,18:28:00,138.39
10021,Lazaro Darlene,11/04/2024,08:49:00,17:38:00,138.39
10021,Lazaro Darlene,11/05/2024,09:55:00,17:43:00,138.39
10021,Lazaro Darlene,11/06/2024,08:28:00,17:01:00,138.39
10021,Lazaro Darlene,11/07/2024,08:06:00,16:59:00,138.39
10021,Lazaro Darlene,11/08/2024,10:15:00,18:27:00,138.39
10021,Lazaro Darlene,11/11/2024,08:38:00,18:45:00,138.39
10021,Lazaro Darlene,11/12/2024,10:02:00,17:22:00,138.39
10021,Lazaro Darlene,11/13/2024,10:26:00,17:46:00,138.39
10021,Lazaro Darlene,11/14/2024,09:48:00,17:58:00,138.39
10021,Lazaro Darlene,11/15/2024,08:48:00,16:44:00,138.39
10021,Lazaro Darlene,11/18/2024,09:36:00,17:32:00,138.39
10021,Lazaro Darlene,11/19/2024,10:47:00,18:28:00,138.39
10021,Lazaro Darlene,11/20/2024,09:18:00,16:39:00,138.39
10021,Lazaro Darlene,11/21/2024,09:25:00,20:19:00,138.39
10021,Lazaro Darlene,11/22/2024,10:40:00,20:42:00,138.39
10021,Lazaro Darlene,11/25/2024,08:01:00,18:51:00,138.39
10021,Lazaro Darlene,11/26/2024,08:51:00,18:54:00,138.39
10021,Lazaro Darlene,11/27/2024,08:58:00,19:43:00,138.39
10021,Lazaro Darlene,11/28/2024,09:03:00,16:57:00,138.39
10021,Lazaro Darlene,11/29/2024,10:17:00,21:00:00,138.39
10021,Lazaro Darlene,12/02/2024,08:53:00,18:14:00,138.39
10021,Lazaro Darlene,12/03/2024,09:06:00,17:54:00,138.39
10021,Lazaro Darlene,12/04/2024,09:00:00,19:42:00,138.39
10021,Lazaro Darlene,12/05/2024,09:40:00,20:25:00,138.39
10021,Lazaro Darlene,12/06/2024,08:28:00,17:11:00,138.39
10021,Lazaro Darlene,12/09/2024,08:21:00,18:53:00,138.39
10021,Lazaro Darlene,12/10/2024,08:57:00,17:51:00,138.39
10021,Lazaro Darlene,12/11/2024,09:53:00,20:44:00,138.39
10021,Lazaro Darlene,12/12/2024,08:06:00,17:52:00,138.39
10021,Lazaro Darlene,12/13/2024,08:52:00,16:43:00,138.39
10021,Lazaro Darlene,12/16/2024,10:54:00,18:45:00,138.39
10021,Lazaro Darlene,12/17/2024,09:59:00,17:29:00,138.39
10021,Lazaro Darlene,12/18/2024,08:26:00,19:17:00,138.39
10021,Lazaro Darlene,12/19/2024,09:48:00,17:52:00,138.39
10021,Lazaro Darlene,12/20/2024,10:33:00,20:21:00,138.39
10021,Lazaro Darlene,12/23/2024,09:56:00,19:23:00,138.39
10021,Lazaro Darlene,12/24/2024,08:59:00,16:18:00,138.39
10021,Lazaro Darlene,12/25/2024,10:27:00,20:24:00,138.39
10021,Lazaro Darlene,12/26/2024,10:01:00,20:49:00,138.39
10021,Lazaro Darlene,12/27/2024,08:59:00,19:19:00,138.39
10021,Lazaro Darlene,12/30/2024,10:29:00,18:32:00,138.39
10021,Lazaro Darlene,12/31/2024,09:17:00,20:16:00,138.39
10022,Delos Santos Kolby,06/03/2024,10:54:00,20:10:00,138.39
10022,Delos Santos Kolby,06/04/2024,10:58:00,18:51:00,138.39
10022,Delos Santos Kolby,06/05/2024,10:55:00,21:26:00,138.39
10022,Delos Santos Kolby,06/06/2024,08:09:00,18:21:00,138.39
10022,Delos Santos Kolby,06/07/2024,09:02:00,16:29:00,138.39
10022,Delos Santos Kolby,06/10/2024,10:26:00,17:58:00,138.39
10022,Delos Santos Kolby,06/11/2024,09:28:00,18:33:00,138.39
10022,Delos Santos Kolby,06/12/2024,10:35:00,21:04:00,138.39
10022,Delos Santos Kolby,06/13/2024,09:11:00,17:26:00,138.39
